rubric,complete_rubric,category,sub_category,remedy_short_name,grade,page
"ANGER, ailments, with fright","MIND - ANGER, AILMENTS - with fright",mind,sub,sulph,1,4
"ANGER, ailments, with fright","MIND - ANGER, AILMENTS - with fright",mind,sub,zinc,1,4
ANGUISH,"MIND - ANGUISH",mind,main,acon,3,5
ANGUISH,"MIND - ANGUISH",mind,main,ars,3,5
ANGUISH,"MIND - ANGUISH",mind,main,bell,3,5
ANGUISH,"MIND - ANGUISH",mind,main,caust,3,5
ANGUISH,"MIND - ANGUISH",mind,main,dig,3,5
ANGUISH,"MIND - ANGUISH",mind,main,hep,3,5
ANGUISH,"MIND - ANGUISH",mind,main,phos,3,5
ANGUISH,"MIND - ANGUISH",mind,main,plat,3,5
ANGUISH,"MIND - ANGUISH",mind,main,arg-n,2,5
ANGUISH,"MIND - ANGUISH",mind,main,aur,2,5
ANGUISH,"MIND - ANGUISH",mind,main,cedr,2,5
ANGUISH,"MIND - ANGUISH",mind,main,coff,2,5
ANGUISH,"MIND - ANGUISH",mind,main,graph,2,5
ANGUISH,"MIND - ANGUISH",mind,main,mag-c,2,5
ANGUISH,"MIND - ANGUISH",mind,main,psor,2,5
ANGUISH,"MIND - ANGUISH",mind,main,acet-ac,1,5
ANGUISH,"MIND - ANGUISH",mind,main,aloe,1,5
ANGUISH,"MIND - ANGUISH",mind,main,alum,1,5
ANGUISH,"MIND - ANGUISH",mind,main,ambr,1,5
ANGUISH,"MIND - ANGUISH",mind,main,anac,1,5
ANGUISH,"MIND - ANGUISH",mind,main,ant-t,1,5
ANGUISH,"MIND - ANGUISH",mind,main,apis,1,5
ANGUISH,"MIND - ANGUISH",mind,main,arn,1,5
ANGUISH,"MIND - ANGUISH",mind,main,bism,1,5
ANGUISH,"MIND - ANGUISH",mind,main,bov,1,5
ANGUISH,"MIND - ANGUISH",mind,main,bufo,1,5
ANGUISH,"MIND - ANGUISH",mind,main,colch,1,5
ANGUISH,"MIND - ANGUISH",mind,main,crot-c,1,5
ANGUISH,"MIND - ANGUISH",mind,main,crot-h,1,5
ANGUISH,"MIND - ANGUISH",mind,main,cupr,1,5
ANGUISH,"MIND - ANGUISH",mind,main,der,1,5
ANGUISH,"MIND - ANGUISH",mind,main,hyos,1,5
ANGUISH,"MIND - ANGUISH",mind,main,kali-ar,1,5
ANGUISH,"MIND - ANGUISH",mind,main,kali-i,1,5
ANGUISH,"MIND - ANGUISH",mind,main,mur-ac,1,5
ANGUISH,"MIND - ANGUISH",mind,main,naja,1,5
ANGUISH,"MIND - ANGUISH",mind,main,nat-c,1,5
ANGUISH,"MIND - ANGUISH",mind,main,puls,1,5
ANGUISH,"MIND - ANGUISH",mind,main,sep,1,5
ANGUISH,"MIND - ANGUISH",mind,main,tarent,1,5
ANGUISH,"MIND - ANGUISH",mind,main,tril,1,5
ANGUISH,"MIND - ANGUISH",mind,main,verat,1,5
ANGUISH,"MIND - ANGUISH",mind,main,vip,1,5
ANGUISH,"MIND - ANGUISH",mind,main,æth,1,5
"ANGUISH, 4 a.m","MIND - ANGUISH - 4 a.m",mind,sub,alum,1,5
"ANGUISH, 5 a.m. to 5 p.m","MIND - ANGUISH - 5 a.m. to 5 p.m",mind,sub,psor,1,5
"ANGUISH, chill, during","MIND - ANGUISH - chill, during",mind,sub,arn,1,5
"ANGUISH, daytime","MIND - ANGUISH - daytime",mind,sub,graph,1,5
"ANGUISH, daytime","MIND - ANGUISH - daytime",mind,sub,mag-c,1,5
"ANGUISH, daytime","MIND - ANGUISH - daytime",mind,sub,merc,1,5
"ANGUISH, daytime","MIND - ANGUISH - daytime",mind,sub,murx,1,5
"ANGUISH, daytime","MIND - ANGUISH - daytime",mind,sub,nat-c,1,5
"ANGUISH, daytime","MIND - ANGUISH - daytime",mind,sub,psor,1,5
"ANGUISH, daytime","MIND - ANGUISH - daytime",mind,sub,puls,1,5
"ANGUISH, daytime","MIND - ANGUISH - daytime",mind,sub,stann,1,5
"ANGUISH, driving from place to place","MIND - ANGUISH - driving from place to place",mind,sub,ars,3,5
"ANGUISH, eating, while","MIND - ANGUISH - eating, while",mind,sub,sep,1,5
"ANGUISH, evening","MIND - ANGUISH - evening",mind,sub,ambr,2,5
"ANGUISH, evening","MIND - ANGUISH - evening",mind,sub,phos,2,5
"ANGUISH, evening","MIND - ANGUISH - evening",mind,sub,carb-v,1,5
"ANGUISH, evening","MIND - ANGUISH - evening",mind,sub,mur-ac,1,5
"ANGUISH, forenoon","MIND - ANGUISH - forenoon",mind,sub,nicc,1,5
"ANGUISH, forenoon","MIND - ANGUISH - forenoon",mind,sub,ran-b,1,5
"ANGUISH, forenoon","MIND - ANGUISH - forenoon",mind,sub,rhus-t,1,5
"ANGUISH, heat, during","MIND - ANGUISH - heat, during",mind,sub,graph,1,5
"ANGUISH, menses, before","MIND - ANGUISH - menses, before",mind,sub,graph,2,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,bell,2,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,plat,2,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,calc,1,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,coff,1,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,ign,1,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,merc,1,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,nit-ac,1,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,phos,1,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,stann,1,5
"ANGUISH, menses, during","MIND - ANGUISH - menses, during",mind,sub,xan,1,5
"ANGUISH, morning","MIND - ANGUISH - morning",mind,sub,alum,2,5
"ANGUISH, morning","MIND - ANGUISH - morning",mind,sub,calc,1,5
"ANGUISH, morning","MIND - ANGUISH - morning",mind,sub,nux-v,1,5
"ANGUISH, morning","MIND - ANGUISH - morning",mind,sub,puls,1,5
"ANGUISH, morning","MIND - ANGUISH - morning",mind,sub,verat,1,5
"ANGUISH, night","MIND - ANGUISH - night",mind,sub,ambr,1,5
"ANGUISH, night","MIND - ANGUISH - night",mind,sub,arn,1,5
"ANGUISH, night","MIND - ANGUISH - night",mind,sub,nat-s,1,5
"ANGUISH, night","MIND - ANGUISH - night",mind,sub,nux-v,1,5
"ANGUISH, night","MIND - ANGUISH - night",mind,sub,plan,1,5
"ANGUISH, open air amel","MIND - ANGUISH - open air amel",mind,sub,cann-i,3,5
"ANGUISH, perspiration during","MIND - ANGUISH - perspiration during",mind,sub,arn,1,5
"ANGUISH, stool, before","MIND - ANGUISH - stool, before",mind,sub,acon,1,5
"ANGUISH, stool, before","MIND - ANGUISH - stool, before",mind,sub,merc,1,5
"ANGUISH, stool, before","MIND - ANGUISH - stool, before",mind,sub,poth,1,5
"ANGUISH, stool, before","MIND - ANGUISH - stool, before",mind,sub,verat,1,5
"ANGUISH, stool, during","MIND - ANGUISH - stool, during",mind,sub,verat,2,5
"ANGUISH, stool, during","MIND - ANGUISH - stool, during",mind,sub,merc,1,5
"ANGUISH, walking in open air","MIND - ANGUISH - walking in open air",mind,sub,arg-m,1,5
"ANGUISH, walking in open air","MIND - ANGUISH - walking in open air",mind,sub,arg-n,1,5
"ANGUISH, walking in open air","MIND - ANGUISH - walking in open air",mind,sub,bell,1,5
"ANGUISH, walking in open air","MIND - ANGUISH - walking in open air",mind,sub,canth,1,5
"ANGUISH, walking in open air","MIND - ANGUISH - walking in open air",mind,sub,cina,1,5
"ANGUISH, walking in open air","MIND - ANGUISH - walking in open air",mind,sub,plat,1,5
"ANGUISH, walking in open air","MIND - ANGUISH - walking in open air",mind,sub,tab,1,5
"ANSWERS, ""no"" to all questions","MIND - ANSWERS - ""no"" to all questions",mind,sub,crot-c,1,6
"ANSWERS, ""no"" to all questions","MIND - ANSWERS - ""no"" to all questions",mind,sub,hyos,1,6
"ANSWERS, ""no"" to all questions","MIND - ANSWERS - ""no"" to all questions",mind,sub,kali-br,1,6
"ANSWERS, ANTAGONISM with herself","MIND - ANSWERS - ANTAGONISM with herself",mind,sub,anac,1,6
"ANSWERS, ANTAGONISM with herself","MIND - ANSWERS - ANTAGONISM with herself",mind,sub,aur,1,6
"ANSWERS, ANTAGONISM with herself","MIND - ANSWERS - ANTAGONISM with herself",mind,sub,nat-m,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,cic,2,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,phos,2,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,stann,2,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,ars,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,ars-h,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,coff,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,gels,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,hyos,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,jatr,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,mur-ac,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,plb,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,rhus-t,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,sep,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,sin-a,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,sulph,1,6
"ANSWERS, abruptly, shortly, curtly","MIND - ANSWERS - abruptly, shortly, curtly",mind,sub,tarent,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,glon,3,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,hyos,3,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,nux-v,3,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,ph-ac,2,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,agar,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,alum,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,am-c,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,ambr,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,anac,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,ang,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,ars-i,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,atro,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,aur,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,cact,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,calc-s,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,carb-h,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,caust,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,chin,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,chin-t,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,cimic,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,cocc,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,coff,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,coloc,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,con,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,cupr,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,euphr,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,iod,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,kali-ar,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,kali-c,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,kali-i,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,lach,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,lyc,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,mag-c,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,mez,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,op,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,phos,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,puls,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,rhus-t,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,sabad,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,sec,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,spong,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,stann,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,stram,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,stry,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,sul-ac,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,sulph,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,tab,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,tarent,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,verat,1,6
"ANSWERS, aversion to","MIND - ANSWERS - aversion to",mind,sub,vib,1,6
"ANSWERS, confusedly as though thinking of something else","MIND - ANSWERS - confusedly as though thinking of something else",mind,sub,hell,2,6
"ANSWERS, confusedly as though thinking of something else","MIND - ANSWERS - confusedly as though thinking of something else",mind,sub,bar-m,1,6
"ANSWERS, confusedly as though thinking of something else","MIND - ANSWERS - confusedly as though thinking of something else",mind,sub,mosch,1,6
"ANSWERS, difficult","MIND - ANSWERS - difficult",mind,sub,chlol,1,6
"ANSWERS, difficult","MIND - ANSWERS - difficult",mind,sub,phos,1,6
"ANSWERS, difficult","MIND - ANSWERS - difficult",mind,sub,sul-ac,1,6
"ANSWERS, difficult","MIND - ANSWERS - difficult",mind,sub,sulph,1,6
"ANSWERS, difficult","MIND - ANSWERS - difficult",mind,sub,verat,1,6
"ANSWERS, disconnected","MIND - ANSWERS - disconnected",mind,sub,coff,1,6
"ANSWERS, disconnected","MIND - ANSWERS - disconnected",mind,sub,crot-h,1,6
"ANSWERS, disconnected","MIND - ANSWERS - disconnected",mind,sub,kali-br,1,6
"ANSWERS, disconnected","MIND - ANSWERS - disconnected",mind,sub,phos,1,6
"ANSWERS, disconnected","MIND - ANSWERS - disconnected",mind,sub,stram,1,6
"ANSWERS, disconnected","MIND - ANSWERS - disconnected",mind,sub,strych,1,6
"ANSWERS, foolish","MIND - ANSWERS - foolish",mind,sub,ars,1,6
"ANSWERS, foolish","MIND - ANSWERS - foolish",mind,sub,bell,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,lyc,2,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,ars,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,bell,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,bry,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,cimic,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,cocc,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,hep,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,lach,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,rhus-t,1,6
"ANSWERS, hastily","MIND - ANSWERS - hastily",mind,sub,strych,1,6
"ANSWERS, imaginary questions","MIND - ANSWERS - imaginary questions",mind,sub,hyos,2,6
"ANSWERS, imaginary questions","MIND - ANSWERS - imaginary questions",mind,sub,atro,1,6
"ANSWERS, imaginary questions","MIND - ANSWERS - imaginary questions",mind,sub,plb,1,6
"ANSWERS, imaginary questions","MIND - ANSWERS - imaginary questions",mind,sub,stram,1,6
"ANSWERS, imaginary questions","MIND - ANSWERS - imaginary questions",mind,sub,verat,1,6
"ANSWERS, incoherently","MIND - ANSWERS - incoherently",mind,sub,bell,1,6
"ANSWERS, incoherently","MIND - ANSWERS - incoherently",mind,sub,cann-i,1,6
"ANSWERS, incoherently","MIND - ANSWERS - incoherently",mind,sub,chlol,1,6
"ANSWERS, incoherently","MIND - ANSWERS - incoherently",mind,sub,coff-t,1,6
"ANSWERS, incoherently","MIND - ANSWERS - incoherently",mind,sub,cycl,1,6
"ANSWERS, incoherently","MIND - ANSWERS - incoherently",mind,sub,hyos,1,6
"ANSWERS, incoherently","MIND - ANSWERS - incoherently",mind,sub,stram,1,6
"ANSWERS, incoherently","MIND - ANSWERS - incoherently",mind,sub,valer,1,6
"ANSWERS, incorrectly","MIND - ANSWERS - incorrectly",mind,sub,bell,1,6
"ANSWERS, incorrectly","MIND - ANSWERS - incorrectly",mind,sub,carb-v,1,6
"ANSWERS, incorrectly","MIND - ANSWERS - incorrectly",mind,sub,cham,1,6
"ANSWERS, incorrectly","MIND - ANSWERS - incorrectly",mind,sub,hyos,1,6
"ANSWERS, incorrectly","MIND - ANSWERS - incorrectly",mind,sub,merc,1,6
"ANSWERS, incorrectly","MIND - ANSWERS - incorrectly",mind,sub,phos,1,6
"ANSWERS, incorrectly","MIND - ANSWERS - incorrectly",mind,sub,spong,1,6
"ANSWERS, incorrectly","MIND - ANSWERS - incorrectly",mind,sub,verat,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,phos,3,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,sulph,3,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,bell,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,carb-v,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,cimic,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,hyos,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,led,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,lyss,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,nux-m,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,nux-v,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,petr,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,ph-ac,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,sabad,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,sec,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,stram,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,sul-ac,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,tarent,1,6
"ANSWERS, irrelevantly","MIND - ANSWERS - irrelevantly",mind,sub,valer,1,6
"ANSWERS, loquacious at other times","MIND - ANSWERS - loquacious at other times",mind,sub,cimic,1,6
"ANSWERS, monosyllable","MIND - ANSWERS - monosyllable",mind,sub,calc,1,6
"ANSWERS, monosyllable","MIND - ANSWERS - monosyllable",mind,sub,carb-h,1,6
"ANSWERS, monosyllable","MIND - ANSWERS - monosyllable",mind,sub,gels,1,6
"ANSWERS, monosyllable","MIND - ANSWERS - monosyllable",mind,sub,kali-br,1,6
"ANSWERS, monosyllable","MIND - ANSWERS - monosyllable",mind,sub,ph-ac,1,6
"ANSWERS, monosyllable","MIND - ANSWERS - monosyllable",mind,sub,plb,1,6
"ANSWERS, monosyllable","MIND - ANSWERS - monosyllable",mind,sub,puls,1,6
"ANSWERS, monosyllable","MIND - ANSWERS - monosyllable",mind,sub,sep,1,6
"ANSWERS, morning","MIND - ANSWERS - morning",mind,sub,mag-m,1,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,hell,3,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,nux-m,2,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,anac,1,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,cocc,1,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,cupr,1,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,grat,1,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,phos,1,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,stry,1,6
"ANSWERS, reflects long","MIND - ANSWERS - reflects long",mind,sub,zinc,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,phos,3,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,arn,2,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,hell,2,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,sul-ac,2,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,agar,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,ambr,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,ars,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,bell,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,camph,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,caust,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,chin,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,chin-a,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,cimic,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,hyos,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,lach,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,led,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,lyss,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,nux-m,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,nux-v,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,petr,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,ph-ac,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,sabad,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,sec,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,stram,1,6
"ANSWERS, refuses to","MIND - ANSWERS - refuses to",mind,sub,verat,1,6
"ANSWERS, repeats the question first","MIND - ANSWERS - repeats the question first",mind,sub,ambr,1,6
"ANSWERS, repeats the question first","MIND - ANSWERS - repeats the question first",mind,sub,caust,1,6
"ANSWERS, repeats the question first","MIND - ANSWERS - repeats the question first",mind,sub,kali-br,1,6
"ANSWERS, repeats the question first","MIND - ANSWERS - repeats the question first",mind,sub,sulph,1,6
"ANSWERS, repeats the question first","MIND - ANSWERS - repeats the question first",mind,sub,zinc,1,6
"ANSWERS, sings, talks, but will not answer questions","MIND - ANSWERS - sings, talks, but will not answer questions",mind,sub,agar,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,hell,3,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,merc,3,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,ph-ac,3,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,phos,3,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,kali-br,2,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,sulph,2,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,agar-ph,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,anac,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,ars,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,carb-h,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,carb-s,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,cocc,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,con,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,cupr,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,nux-m,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,op,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,ox-ac,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,plb,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,rhus-t,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,sep,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,sul-ac,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,thuj,1,6
"ANSWERS, slowly","MIND - ANSWERS - slowly",mind,sub,zinc,1,6
"ANSWERS, spoken to, when yet knows no one","MIND - ANSWERS - spoken to, when yet knows no one",mind,sub,cic,1,6
"ANSWERS, stupor returns quickly after","MIND - ANSWERS - stupor returns quickly after",mind,sub,hyos,3,6
"ANSWERS, stupor returns quickly after","MIND - ANSWERS - stupor returns quickly after",mind,sub,arn,1,6
"ANSWERS, stupor returns quickly after","MIND - ANSWERS - stupor returns quickly after",mind,sub,bapt,1,6
"ANSWERS, stupor returns quickly after","MIND - ANSWERS - stupor returns quickly after",mind,sub,plb,1,6
"ANSWERS, unintelligibly","MIND - ANSWERS - unintelligibly",mind,sub,chin,1,6
"ANSWERS, unintelligibly","MIND - ANSWERS - unintelligibly",mind,sub,coff-t,1,6
"ANSWERS, unintelligibly","MIND - ANSWERS - unintelligibly",mind,sub,hyos,1,6
"ANSWERS, unintelligibly","MIND - ANSWERS - unintelligibly",mind,sub,phos,1,6
"ANTHROPOPHOBIA, ANTICIPATION, complaints from","MIND - ANTHROPOPHOBIA - ANTICIPATION, complaints from",mind,sub,arg-n,1,6
"ANTHROPOPHOBIA, ANTICIPATION, complaints from","MIND - ANTHROPOPHOBIA - ANTICIPATION, complaints from",mind,sub,ars,1,6
